timeframe,fast_ema,slow_ema,atr_mult,ema_200,rsi_max,Return %,Sharpe,Max DD %,Win Rate %,Trades,Avg Duration (min)
15m,5,21,3.5,False,100,0.9227432619871707,0.20363881756667607,24.87207017133129,33.035714285714285,112,1066.3392857142858
15m,5,21,4.5,True,70,2.428314687319812,0.3490597859393539,15.819441134320858,33.33333333333333,63,1281.6666666666667
15m,5,21,4.5,True,100,2.0469261227049858,0.3063079217233533,17.044655319679133,34.84848484848485,66,1272.0454545454545
15m,5,21,4.5,False,70,4.27085013466326,0.44616035781021407,21.21276013621232,35.77981651376147,109,1205.366972477064
15m,5,21,4.5,False,100,3.889461570048388,0.4161158013598875,22.401847294685496,36.607142857142854,112,1201.7410714285713
15m,5,21,,True,70,4.039508500000397,0.5171753771372524,15.404115059058764,31.746031746031743,63,1290.0
15m,5,21,,True,100,2.7430065000004333,0.37725518594999635,16.725382619139552,33.33333333333333,66,1281.3636363636363
15m,5,21,,False,70,8.111216500000614,0.7221150896117029,19.45125598408083,33.94495412844037,109,1235.2293577981652
15m,5,21,,False,100,6.81471450000065,0.6229449081348155,20.41769923105197,34.82142857142857,112,1231.607142857143
15m,5,30,2.5,True,70,5.2653107634673235,0.7981221148838519,9.255038825632804,32.075471698113205,53,897.7358490566038
15m,5,30,2.5,True,100,4.85254491730866,0.7338979834950208,10.103351535003737,32.72727272727273,55,869.4545454545455
15m,5,30,2.5,False,70,-0.3198141854748542,0.06241379293775828,16.694207083921032,32.55813953488372,86,823.953488372093
15m,5,30,2.5,False,100,-0.7325800316335176,0.020726511696426787,17.51112036467847,32.95454545454545,88,807.9545454545455
15m,5,30,3.5,True,70,8.141033353855391,1.0035983126608845,10.259890100248855,32.075471698113205,53,1370.6603773584907
15m,5,30,3.5,True,100,6.6178472288490875,0.8212338134441957,11.783884788852097,32.72727272727273,55,1325.7272727272727
15m,5,30,3.5,False,70,9.823753372811371,0.937900014175592,16.908757597165412,33.72093023255814,86,1269.0697674418604
15m,5,30,3.5,False,100,8.300567247805066,0.8039109375607018,18.40305066721379,34.090909090909086,88,1243.2954545454545
15m,5,30,4.5,True,70,6.688001106692218,0.8050342220623462,9.363785915534706,32.075471698113205,53,1596.5094339622642
15m,5,30,4.5,True,100,5.517842322920979,0.666846721507338,11.358732885312358,32.72727272727273,55,1567.090909090909
