ticker,timeframe,ema_fast,ema_slow,atr_mult,stop_mode,position_size,Return %,Sharpe,Max DD %,Trades,Avg Weekly Return %,Max Weekly Loss %
TQQQ,5m,8,30,,close_only,0.5,13.112915250000812,1.889952417340972,6.206132126695294,120,0.47760042721354123,-2.4563722649741826
TQQQ,5m,8,30,,close_only,0.7,18.631086750000872,1.8692466899039453,8.88363641223845,120,0.675277755614612,-3.45387080566959
TQQQ,5m,8,30,,close_only,0.9,23.649670000001265,1.8455007293222683,11.495502552725007,120,0.8530715436060166,-4.457793311415637
TQQQ,15m,5,13,2.5,intraday,0.5,8.189714067900447,1.4045770892019442,6.522548585937132,80,0.33231874257287425,-2.232962111469705
TQQQ,15m,5,13,2.5,intraday,0.7,11.813738771444514,1.4148119335882607,9.341520338617944,80,0.48297432892279923,-3.2825262710736935
TQQQ,15m,5,13,2.5,intraday,0.9,14.71442474633809,1.3792745710974585,12.437682553168733,80,0.6090834778156228,-4.368205374471501
TQQQ,15m,5,13,2.5,close_only,0.5,10.830375000000366,1.6537463534456753,8.817305134356225,80,0.43501430812277275,-2.8585860191993384
TQQQ,15m,5,13,2.5,close_only,0.7,15.465673250000556,1.6361359380003557,12.607649438095002,80,0.6246292697397551,-4.209943926266679
TQQQ,15m,5,13,2.5,close_only,0.9,19.32756250000066,1.5977334376261143,16.555616725217977,80,0.7884358068095328,-5.611489334151387
TQQQ,15m,5,13,3.5,intraday,0.5,10.645571561465477,1.6424067503442947,9.389037121159358,80,0.42615249635743835,-3.0079138252368964
TQQQ,15m,5,13,3.5,intraday,0.7,15.249523688512816,1.625091355509969,13.43720028749682,80,0.612876573277485,-4.426843097782696
TQQQ,15m,5,13,3.5,intraday,0.9,19.289561310348244,1.6011965671147388,17.402471092696157,80,0.7806659971857708,-5.89439611649113
TQQQ,15m,5,13,3.5,close_only,0.5,12.202188750000415,1.7800452103178528,9.624323140418213,80,0.48827931031565086,-3.5373565683095354
TQQQ,15m,5,13,3.5,close_only,0.7,17.433688750000556,1.7571537484348236,13.819284719538311,80,0.7005463017840122,-5.191555293612882
TQQQ,15m,5,13,3.5,close_only,0.9,22.119957500000645,1.7369300993618597,17.83076883577646,80,0.8950838153537578,-6.887506936333998
TQQQ,15m,5,13,4.5,intraday,0.5,10.917920936351766,1.592347181591581,10.01702334714614,80,0.4393708184993872,-3.5143546990585417
